,title,year,genre,country,url,poster-path,description,vote_average,vote_count,tmdb-poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1946,Codin,1963,Drama,FRANCE,https://rarefilmm.com/2019/04/codin-1963/,https://rarefilmm.com/wp-content/uploads/2019/04/codinn2.jpg,"An ex-convict struggles to survive by brute force alone in a turn-of-the-century slum in Braila. Codine is the thug who served 10 years for murdering a friend. He returns home to his miserly mother, whose penny-pinching ways infuriate her son. A young boy looks up to Codine, and through the man’s eyes he sees the economic and social injustices from an adult perspective.",6.1,7.0,https://image.tmdb.org/t/p/original/o4uCSH90j1Gkt0CpUDbHSHFcB3K.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1947,Wait Until Dark,1982,TV Movie,USA,https://rarefilmm.com/2019/04/wait-until-dark-1982/,https://rarefilmm.com/wp-content/uploads/2019/04/waituntil.jpg,"A videotaped production of the Frederick Knott play in which three criminals play an elaborate scam on a blind woman who is in possession of a doll that, unbeknownst to her, is very incriminating. The play had already been famously adapted for the screen in 1967 starring Audrey Hepburn. This 1982 version was frequently shown on HBO in the 1980s",4.0,1.0,https://image.tmdb.org/t/p/original/uArekMcedv7ijHv0igV61nBhcTu.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1948,Poslednji Kolosek,1956,Film Noir,YUGOSLAVIA,https://rarefilmm.com/2019/04/poslednji-kolosek-1956/,https://rarefilmm.com/wp-content/uploads/2019/04/lastrailway.jpg,"A group of railroad workers decide to make extra money by smuggling forbidden goods and engaging in other criminal activities. Inspector is discovering gang members one by one. One of the thieves is losing his nerves because ongoing investigation and he’s being pushed in front of the train. After his murder, the whole case is getting different dimension, and the investigation is more effective. All clues are leading to the leader of the gang.",5.1,7.0,https://image.tmdb.org/t/p/original/8NIjeb2kQbsGPZoXOqXycMkbxZM.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1949,På en bänk i en park,1960,Film Noir,SWEDEN,https://rarefilmm.com/2019/04/pa-en-bank-i-en-park-1960/,https://rarefilmm.com/wp-content/uploads/2019/04/onabench.jpg,"Sam Persson is released from a mental hospital. He goes to Stockholm to meet a man he hates, theater manager Stig Brender. In Brender’s office they get into a fight and Persson falls down dead. Brender uses his car to get rid of the body in a park. However, the following day he is visited by police inspector Envall, who wants to talk to him. Brender’s lies and strange behavior is no match for some thorough police work.",4.2,6.0,https://image.tmdb.org/t/p/original/4uwozLSKJp4eRUvWnQR8FYudyup.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,The Cat Creature,1973,Horror,USA,https://rarefilmm.com/2019/03/the-cat-creature-1973/,https://rarefilmm.com/wp-content/uploads/2019/03/catcreaturee.jpg,"When a rich man dies, some items from a collection of his are stolen- an ancient Egyptian gold amulet and the mummy that was wearing it. The police consult scholars from the local University to help with the investigation, which is taking a more serious turn as people connected with the case are killed by wounds that seem to be from a housecat.",4.9,8.0,https://image.tmdb.org/t/p/original/h41uI9vm6h7Dr5kD8q5wyhgGCY7.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1951,Exposed,1947,Mystery,USA,https://rarefilmm.com/2019/03/exposed-1947/,https://rarefilmm.com/wp-content/uploads/2019/03/exposed.jpg,"Wisecracking female private eye Belinda Prentice has to put in a lot of overtime when her first client is murdered. Following the clues to an apartment house chock-full of suspicious characters, Belinda predicts-correctly, as it turns out–that there’ll be several more killings unless she can pinpoint the guilty party and ascertain his or her motives. Meanwhile, her police-inspector father wishes aloud that Belinda would give up the p.i. business and settle down with a nice young fellow.",5.0,432.0,https://image.tmdb.org/t/p/original/nM26QosEfgjEegONCiNNrYMBTxD.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1952,The Rebel Son,1938,Adventure,UK,https://rarefilmm.com/2019/03/the-rebel-son-1938/,https://rarefilmm.com/wp-content/uploads/2019/03/rebelson38.jpg,"During the 16th century the Cossacks and their Ukraine homeland is ruled by Poland. This is the story of the leader of the Cossacks and how his son was sent to study under the Poles to learn how to defeat them in battle. However, the son falls in love with the daughter of a Polish nobleman.",0.0,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1953,La dernière femme,1976,Drama,FRANCE,https://rarefilmm.com/2019/03/la-derniere-femme-1976/,https://rarefilmm.com/wp-content/uploads/2019/03/lastwoman762.jpg,"Gérard is an engineer who is married to Gabrielle and has a nine-month-old son, for whom he cares deeply. When his wife leaves him for feminist reasons, he is left with custody of their son. To satisfy his romantic longings, Gerard embarks on an affair with Valérie, his son’s daycare worker.",6.2,29.0,https://image.tmdb.org/t/p/original/nlHPERMKwMlLrOMBUNlMcyFFBpO.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1954,Have a Nice Weekend,1975,Horror,USA,https://rarefilmm.com/2019/03/have-a-nice-weekend-1975/,https://rarefilmm.com/wp-content/uploads/2019/03/haveniceweekend.jpg,"A group of family and friends assembling at a small New England island home for a weekend gathering at the behest of a war veteran. After their arrival, several members of the group are systematically picked off by an unknown psychopath.",2.0,1.0,https://image.tmdb.org/t/p/original/1jflNnHzdhi7aWlPLXRlXm4rAp9.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1955,Squeeze a Flower,1970,Comedy,AUSTRALIA,https://rarefilmm.com/2019/03/squeeze-a-flower-1970/,https://rarefilmm.com/wp-content/uploads/2019/03/squeeze3.jpg,"When greed threatens the livelihood of an Italian monastery, a monk flees with the formula for their special liquor.",0.0,0.0,https://image.tmdb.org/t/p/original/49c8IBBD159h2d7X8jKLIExNyqg.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Nirvana Street Murder,1990,Comedy,AUSTRALIA,https://rarefilmm.com/2019/03/nirvana-street-murder-1990/,https://rarefilmm.com/wp-content/uploads/2019/03/nirvana.jpg,"A tale about the pathetic relationship between a law-abiding man and his likable, childish, unstable, dangerously criminal, sleepwalking brother. It all leads to chaos and murder.",5.0,1.0,https://image.tmdb.org/t/p/original/vv2udGY2yICgmqQF2weeA3QnvoC.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,My Heart Belongs to Daddy,1942,Comedy,USA,https://rarefilmm.com/2019/03/my-heart-belongs-to-daddy-1942/,https://rarefilmm.com/wp-content/uploads/2017/08/My-Heart-Belongs-to-Daddy-1942.jpg,"A distinguished professor of astrophysics finds his well-ordered life-style blown asunder after he is forced to take in a recently widowed, pregnant bubble dancer.",6.0,3.0,https://image.tmdb.org/t/p/original/sM4kGkcJWvoiO5KtnTvJh7dJGfP.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1958,Yumi Yet,1976,Documentary,AUSTRALIA,https://rarefilmm.com/2019/03/yumi-yet-1976/,https://rarefilmm.com/wp-content/uploads/2017/08/Yumi-Yet-1976.jpg,"A portrait of Papua New Guinea, a society clutched by Australian colonialism and hovering uneasily between its head-hunting past and Western civilization, at the time of the nation’s independence festivities.",5.5,6.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,A Killer Walks,1952,Film Noir,UK,https://rarefilmm.com/2019/03/a-killer-walks-1952/,https://rarefilmm.com/wp-content/uploads/2017/08/A-Killer-Walks-1952.jpg,"A man murders his overbearing grandmother for her money, then frames his mild-mannered younger brother for the crime.",3.0,1.0,https://image.tmdb.org/t/p/original/jaAEP5SfEQtUKarVYjzeucB08zM.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Der Hauptmann von Köpenick,1956,Comedy,WEST,https://rarefilmm.com/2019/03/der-hauptmann-von-kopenick-1956/,https://rarefilmm.com/wp-content/uploads/2019/03/copenick.jpg,"A young shoemaker is arrested for stealing a small amount of money, and is released after being jailed for 15 years. He wants to have a pass to get a job and start anew, but without a job he doesn’t get a pass; and without a pass, he doesn’t get a job. He gets into the net of Prussian bureaucracy, and can’t see a solution. Until he enters a small Second-Hand Shop, and sees a Prussian Uniform that fits him like a second skin…",7.1,38.0,https://image.tmdb.org/t/p/original/volBGUE8Ch7Xq22VvzYWuYA4ZJB.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1961,Hoodlum Girls,1944,Drama,USA,https://rarefilmm.com/2019/03/hoodlum-girls-1944/,https://rarefilmm.com/wp-content/uploads/2019/03/hoodlum2.jpg,"Laura and Katy White are the teenage daughters of a humble bank security guard. As a single father, Mr. White struggles to keep the girls on the straight and narrow. While Katy is engaged to the town football hero, Laura has started dating the secretive Al Simpson. Despite the fact that the young man has no visible means of support, he treats the wholesome girl to expensive lingerie and all-nighters at the jive bar. Suspecting that Simpson is a criminal, Laura worries that her sister may be in danger. When Al asks Katy to steal Mr. White’s gun, the stage is set for tragedy.",5.0,1.0,https://image.tmdb.org/t/p/original/lLqTq7XmlnLnfM93yT6LCx99Mhk.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,Murder: Ultimate Grounds for Divorce,1984,Action,CANADA,https://rarefilmm.com/2019/03/murder-ultimate-grounds-for-divorce-1984/,https://rarefilmm.com/wp-content/uploads/2019/03/murderultimategrounds.jpg,"The story is about Roger Cunningham and his unpleasant British wife Valerie Cunningham they have been married for ten years, and Edwin and Philipa for seven. During that time they spent every social hour together, But each is living a Double life. When camping one weekend, the four get stranded. Arguments arise, and secrets begin coming out: accusations of affairs, marriages of convenience, and homosexuality (all are shown in flashbacks).",8.0,1.0,https://image.tmdb.org/t/p/original/h85K34wkMuNjmLybBsD7o6e7gan.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1963,The Specialist,1966,Short,UK,https://rarefilmm.com/2019/03/the-specialist-1966/,https://rarefilmm.com/wp-content/uploads/2019/03/specialistt.jpg,Comedy short based on the book by Charles Sale about the exploits of a country carpenter who specialises in building privies.,5.5,2.0,https://image.tmdb.org/t/p/original/ubVhk4KUuSPqErvp6PXmvDE0X5u.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,The Weird World of LSD,1967,Drama,USA,https://rarefilmm.com/2019/03/the-weird-world-of-lsd-1967/,https://rarefilmm.com/wp-content/uploads/2019/03/weirdworldlsd.jpg,The dangers and evils of the mind-bending hallucinogen LSD are luridly presented in this psuedo-educational exploitation drama.,2.9,7.0,https://image.tmdb.org/t/p/original/2bbBq9B22L6O3FYx3quQVNATtvH.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,The Bandits,1967,Action,MEXICO,https://rarefilmm.com/2019/03/the-bandits-1967/,https://rarefilmm.com/wp-content/uploads/2019/03/thebandits67.jpg,"Three roguish mercenaries find themselves in the middle of the Mexican revolution, where they face great danger from both sides. This action drama centers on their attempts to avoid capture and use the conflict between the rebels and federales for their own benefit.",4.7,6.0,https://image.tmdb.org/t/p/original/uG3Gx7FWZx2yvghb1mmGPkD5i6G.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1966,El Greco ,1966,Biography,FRANCE,https://rarefilmm.com/2019/03/el-greco-1966-english/,https://rarefilmm.com/wp-content/uploads/2019/03/greco3.jpg,"In this biopic set in 16th-century Spain, the famed Italian painter El Greco journeys to Toledo, Spain to paint an altarpiece. Trouble ensues when he falls in love with a beautiful local girl. It is she who warns him that the Inquisition is gathering evidence against him.",4.5,2.0,https://image.tmdb.org/t/p/original/4TDfCVKxpYaULSxnqHQjMQPbuLn.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1967,Hello Out There,1949,Short,USA,https://rarefilmm.com/2019/03/hello-out-there-1949/,https://rarefilmm.com/wp-content/uploads/2019/03/helloout.jpg,A down on his luck gambler ends up in jail in a small Texan town where he meets and falls in love with Emily. They make plans to go to San Francisco but may not get the opportunity.,5.1,6.0,https://image.tmdb.org/t/p/original/mDVtkKPdQYOnhzS0tYAm8ENaM1M.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Ingenjör Andrées luftfärd,1982,Adventure,SWEDEN,https://rarefilmm.com/2019/03/ingenjor-andrees-luftfard-1982/,https://rarefilmm.com/wp-content/uploads/2019/03/Ingenjör-Andrées-luftfärd.jpg,"The Swedish 19th century engineer S. A. Andrée sets out to become the first man on the north pole. His idea is to launch a polar expedition using a hydrogen balloon, together with two friends. The balloon, “The Eagle”, takes off from Svalbard in 1897, but the three men are not heard of again.",7.1,16.0,https://image.tmdb.org/t/p/original/azCz5nVSHUuHt3HQ99cZSNf2heA.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Strangers in the City,1962,Drama,USA,https://rarefilmm.com/2019/03/strangers-in-the-city-1962/,https://rarefilmm.com/wp-content/uploads/2019/03/strangerscity.jpg,"A father loses his job, which puts his family in a crisis situation. So the son goes out to find work as a delivery boy and the daughter eventually lapses into prostitution. Trouble brews when the son confronts a local gang leader whom he believes has misused his sister, and the mother similarly tracks down a bully for more or less the same reason.",4.3,3.0,https://image.tmdb.org/t/p/original/3eBTZKmINCVjBHukYLlGPfXcbal.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Neon City,1991,Sci-Fi,CANADA,https://rarefilmm.com/2019/03/neon-city-1991/,https://rarefilmm.com/wp-content/uploads/2019/03/neoncity.jpg,"The year is 2053, where North America is a land of poverty and desperation. A cargo van of strangers all paying their way to Neon City traverses the dangerous landscape polluted beyond repair, where toxic “Xander clouds” threaten to mutilate all who breathe it in. Despite their standoffish distrust of each other, the passengers have to band together – but one of them is not who he claims to be.",4.9,20.0,https://image.tmdb.org/t/p/original/uUw0HFlPStvtU8K6FtGDhj1vpCI.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1971,The House of Bernarda Alba,1991,TV Movie,UK,https://rarefilmm.com/2019/03/the-house-of-bernarda-alba-1991/,https://rarefilmm.com/wp-content/uploads/2019/03/bernarda.jpg,"A domineering, reclusive and ostentatiously pious widow in a small Spanish town keeps such close watch on her daughters that they are unable to have normal social lives. However, the eldest is allowed to become engaged to an unprincipled young man, primarily for the financial advantages it will bring the mother, Bernarda. Jealousy and envy ensues among the other daughters.",0.0,0.0,https://image.tmdb.org/t/p/original/r0oMbRKr25Jqoups9u99nIKsiyE.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,Dick Turpin,1925,Adventure,USA,https://rarefilmm.com/2019/03/dick-turpin-1925/,https://rarefilmm.com/wp-content/uploads/2019/03/dickturpin.jpg,"Dick Turpin, a British highwayman, steals from the rich and passes the wealth along to the poor. But, after robbing the evil Lord Churlton, Dick learns that Churlton will soon marry Lady Alice Brookfield, a good-hearted woman who finds Churlton repulsive. In order to escape, Alice disguises herself a boy and travels with Dick to London. Dick is captured by the police and sentenced to hang, but he just might have one last escape left in him.",5.3,3.0,https://image.tmdb.org/t/p/original/sHHIKlvERgJIe5nqorvgoKY23p8.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Ballad of a Gunfighter,1964,Western,USA,https://rarefilmm.com/2019/03/ballad-of-a-gunfighter-1964/,https://rarefilmm.com/wp-content/uploads/2019/03/balladgunfighter.jpg,A former Confederate robs stagecoaches to be able to give money to the local poor people. He soon runs into a gang of robbers who don’t have the same good intentions he does.,4.0,1.0,https://image.tmdb.org/t/p/original/awrknjqJu7aq0m4McEdi5RedCjb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1974,Börn náttúrunnar,1991,Drama,ICELAND,https://rarefilmm.com/2019/03/born-natturunnar-1991/,https://rarefilmm.com/wp-content/uploads/2019/03/childrennature.jpg,"Old Thorgeir must leave his home far off in the Icelandic ‘countryside’ and move into a home for senior citizens in Reykjavik. There he meets an old friend from his childhood, Stella. Thorgeir soon becomes unhappy living there and together with Stella he steals a jeep. Together they leave the city for Stella’s old home in northwestern Iceland. A drama who asks us: how important is it to have a long life if you have to leave everything that has a meaning for you?",5.9,11.0,https://image.tmdb.org/t/p/original/lsYKr51GWOwNjZvu6lyry1nNH9S.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
